"tip","time","weekday","distance","duration_min","points","deliveries_count","fare","month","time_sin","time_cos","geo_distance","speed","geo_speed","log_tip","log_distance","dist_dur","is_weekday","is_summer","time_of_day","log_points","poin_deli","deliveries_f"
4.58,1,2,5.09,34.7333333333333,1,1,4.45,3,0.5,0.25881904510252,1.34053830399894,0.146545105566219,0.0385951527063034,1.71918877639322,1.80664808172181,62.7509100384706,1,0,"night",0.693147180559945,1,"1"
10.72,12.5,0,6,24.3166666666667,3,1,5.31,3,0.258819045102521,-0.38268343236509,3.73652206536166,0.246744345442084,0.153660948541261,2.46129678414887,1.94591014905531,47.3180484578618,1,0,"afternoon",1.38629436111989,3,"1"
7.51,21,6,15.14,37.35,6,1,11.54,4,-1,0.965925826289068,9.10933408258879,0.405354752342704,0.243891140096085,2.14124194258528,2.7813006628418,103.881579757141,1,0,"night",1.94591014905531,6,"1"
1.15,11,5,11.03,29.7333333333333,3,1,8.89,4,-0.5,-0.707106781186547,6.26946821564154,0.370964125560538,0.21085655433772,0.765467842139571,2.48740352998659,73.9587982916011,1,0,"afternoon",1.38629436111989,3,"1"
1.03,15,4,2,14.1833333333333,1,1,4.06,7,1,0.258819045102521,0.440139951817552,0.141010575793184,0.0310321940176888,0.708035793053696,1.09861228866811,15.581984294276,1,1,"afternoon",0.693147180559945,1,"1"
1.5,8,2,1.53,13.6833333333333,1,1,2.54,6,-0.866025403784438,-1,7.97531649220902,0.111814859926918,0.582848951927578,0.916290731874155,0.928219302739429,12.7011341258178,1,1,"afternoon",0.693147180559945,1,"1"
7.79,0,1,1.23,22.1666666666667,2,1,4.27,7,0,0.5,0.602804475003143,0.0554887218045113,0.027194186842247,2.17361471169709,0.802001585472027,17.7777018112966,1,1,"night",1.09861228866811,2,"1"
4.73,8.5,5,1.16,28.8,1,1,2.25,8,-0.965925826289068,-0.99144486137381,0.344578968473337,0.0402777777777778,0.0119645475164353,1.74571553072665,0.770108221696074,22.1791167848469,1,1,"afternoon",0.693147180559945,1,"1"
5,20.5,4,1.42,13.8666666666667,6,1,5.04,9,-0.965925826289068,0.99144486137381,0.484138406180665,0.102403846153846,0.034913827368798,1.79175946922805,0.883767540168595,12.2549098903379,1,1,"evening",1.94591014905531,6,"1"
6.24,21.5,4,2.61,20.4333333333333,1,1,2.99,9,-0.965925826289068,0.923879532511287,0.320513151958943,0.127732463295269,0.0156857986276807,1.97962120639763,1.28370777234479,26.2304288149118,1,1,"night",0.693147180559945,1,"1"
6,1,5,1.35,9.95,1,1,4.06,8,0.5,0.25881904510252,0.378846295654307,0.135678391959799,0.0380750045883725,1.94591014905531,0.854415328156068,8.50143251515287,1,1,"night",0.693147180559945,1,"1"
4.09,0,5,1.56,12.5166666666667,1,1,2.43,4,0,0.5,0.784626819795933,0.124633821571238,0.0626865634990093,1.62727783056243,0.940007258491471,11.7657575187849,1,0,"night",0.693147180559945,1,"1"
3,20.5,5,1.82,19.8166666666667,6,1,3.09,7,-0.965925826289068,0.99144486137381,0.895263023215624,0.0918418839360808,0.0451772761925462,1.38629436111989,1.03673688495002,20.544669270093,1,1,"evening",1.94591014905531,6,"1"
2,12,0,5.85,30.6833333333333,3,1,8.05,4,-2.44929359829471e-16,-0.5,3.97112861473715,0.190657251493753,0.129422985814356,1.09861228866811,1.92424865227413,59.0423628139446,1,0,"afternoon",1.38629436111989,3,"1"
